,text,ori_tweet
6412,patrick reed proud champion doral love attitude play see march cadillac wgc ,Patrick Reed—We are proud to have you as our champion at Doral. Love the attitude & the play. See you in March at the Cadillac WGC.
6413,graeme mcdowell toughest guy boxer champ great going ,.@Graeme_McDowell  You are the toughest guy there is. If you were a boxer you’d be the champ. Great going!
6414,mcilroyrory year weekend topped fantastic job see u doral ,".@McIlroyRory  What a year it has been for you  -- and this weekend topped it off. Fantastic job, see u at Doral."
6415,thought nice somebody parents guess teaches nice trusting sad ,I thought I was being nice to somebody re their parents. I guess this teaches you not to be nice or trusting. Sad!
6416,jerk fraudulently tweeted parents said big inspiration pls rt kindness retweeted maybe sue ,Some jerk fraudulently tweeted that his parents said I was a big inspiration to them + pls RT—out of kindness I retweeted. Maybe I’ll sue.
6417,jamcolley need put aside partisan politics realise greatest thing work together get elected president ,"""@JamColley: We need to put aside partisan politics and realise the greatest thing we can do is work together to get Mr.T elected president."
6418,foxandfriends 15 minutes ,I will be doing @foxandfriends at 7.00 (15 minutes).
6419,rockchristopher satisfied earn good living looking make statement donald trump ,"""@RockChristopher: I wasnt satisfied just to earn a good living. I was looking to make a statement. ~ Donald Trump"
6420,motivationideas sometimes best investments ones make donald trump ,"""@MotivationIdeas: Sometimes your best investments are the ones you don't make. ~ Donald Trump"""
6421,besttquotes somebody challenges fight back brutal tough donald trump true ,"""@BesttQuotes_: When somebody challenges you, fight back. Be brutal, be tough.–Donald Trump""  True!"
6422,releasing full interview guy named baxter antbaxter show bias stupidity bbcworld clowns ,I will  be releasing the full interview with a guy named Baxter @antbaxter only to show the bias and stupidity of him and @BBCWorld. Clowns!
6423,foxandfriends monday morning lot talk ,I will be on @foxandfriends Monday morning at 7.00. A lot to talk about!
6424,katiedaviscourt totally voting realdonaldtrump runs president thanks ,"""@KatieDaviscourt: I am totally voting for @realDonaldTrump if he runs for President!!"" Thanks."
6425,chrisc skyward enjoying looking water chicago hotel wife 5th anniversary great place ,"""@ChrisC_Skyward: Enjoying looking over the water from your Chicago hotel with my wife on our 5th anniversary. Great place!"""
6426,jefeclutch realdonaldtrump run president ,"""@JefeClutch: @realDonaldTrump RUN FOR PRESIDENT"""
6427,animal beheaded woman oklahoma given fast trial death penalty fate beheading ,The animal who beheaded the woman in Oklahoma should be given a very fast trial and then the death penalty. The same fate - beheading?
6428,wonder run president haters losers vote knowing make america great say ,"I wonder if I run for PRESIDENT, will the haters and losers vote for me knowing that I will MAKE AMERICA GREAT AGAIN? I say they will!"
6429,believe still gotten marine mexico sits prison president plays golf makes bad decisions ,Can you believe we still have not gotten our Marine out of Mexico. He sits in prison while our PRESIDENT plays golf and makes bad decisions!
6430,friend derek special athlete special person nobody like yankees ,My friend Derek is a special athlete and special person--there is nobody like him. @Yankees
6431,success depends effectively learn manage game two ultimate adversaries course jacknicklaus ,“Success depends...on how effectively you learn to manage the game's two ultimate adversaries: the course and yourself.” - @jacknicklaus
6432,250m renovations trump int l dc 250 expansive guest rooms dc top offering amenities views ,"With $250M of renovations, Trump Int'l DC’s 250 expansive guest rooms will be DC's top offering of amenities & views http://www.trumphotelcollection.com/washington-dc/ "
6433,loganb58 cool see realdonaldtrump respond many people tweet true role model business world thanks ,"""@LoganB58 So cool to see @realDonaldTrump respond to so many people who tweet at him. A true role model in the business world.""  Thanks."
6434,people loving new line trump ties shirts macy check ,People are loving the new line of Trump ties and shirts at Macy's. Check them out!
6435,watching ryder cup golfchannel interesting tough matches amazing sport favorite ,"Watching the Ryder Cup on @GolfChannel. Very interesting and tough matches. Amazing sport, my favorite!"
6436,bet harass apple last 2 years large screen iphone done bends breaks ,"I’ll bet if I didn’t harass Apple for the last 2 years about the large screen iPhone, they wouldn’t have done it—but it bends & breaks!"
6437,rosie offense good luck new show remember started ,".@Rosie—No offense, and good luck on the new show, but remember, you started it!http://www.dailymail.co.uk/tvshowbiz/article-2769663/Rosie-O-Donnell-names-Donald-Trump-person-tortured-entire-life.html …"
6438,fight bully always throw first punch telegraph hit hard hit fast ,"When you’re in a fight with a bully, always throw the first punch—and don’t telegraph it—hit hard & hit fast!"
6439,giving away strategy tactics enemy prepare go ,The U.S. should not be giving away our strategy & tactics to the enemy so they can prepare. Just go and do what you have to do!
6440,go help friend scott brown take back senate ,Go to http://ScottBrown.com/donate  to help my friend Scott Brown take back our Senate.
6441,itsdemariow donald trump favorite mac miller song mine tooooo ,"""@ItsDeMarioW: Donald Trump is my favorite Mac Miller song""  And mine tooooo!"
6442,sapthrows coming election first one vote hope realdonaldtrump runs get vote trump2016 ,"""@SapThrows: This coming election is the first one I can vote in and I hope @realDonaldTrump runs so he can get my vote #Trump2016"""
6443,parslow 88 realdonaldtrump lets go trump2016 ,"""@Parslow_88: @realDonaldTrump lets go #Trump2016"""
6444,joepreni never voted realdonaldtrump runs president vote ,"""@JoePreni: I've never voted before, but if @realDonaldTrump runs for president I'll vote for him. #trump"""
6445,happy new year jewish friends celebrating holiday ,Happy New Year to all my Jewish friends celebrating the holiday.
6446,terry mcauliffe gov virginia trump winery charlottesville va largest east coast ,"With Terry McAuliffe, Gov of Virginia, at the Trump Winery in Charlottesville, VA--largest on East Coast. @GovernorVApic.twitter.com/onCh3WxPWL"
6447,buddholly realdonaldtrump 1 man please run president cannot vote anyone else thanks ,"""@buddholly: @realDonaldTrump you are my #1 man. please run for president i cannot vote for anyone else!"" Thanks."
6448,spencerpyoung realdonaldtrump runs president first time actually go vote great ,"""@spencerpyoung: If @realDonaldTrump runs for president it will be the first time I actually go out and vote."" Great!"
6449,ga888ino realdonaldtrump holding back running president live die beliefs stay tuned ,"""@ga888ino: @realDonaldTrump what's holding you back from running for president? Live & die for your beliefs..."" Stay tuned!"
6450,time31 realdonaldtrump please run president ,"""@ITS_TIMe31: Can @realDonaldTrump please run for president!"""
6451,lotuschild32 realdonaldtrump u would 1 week obama 6 yrs trump4prez fireobama ,"""@Lotuschild32: @realDonaldTrump U would do more in 1 week than Obama has in 6 yrs! #Trump4Prez #FireObama"""
6452,timereckoner realdonaldtrump donald trump needs run president vote decide run office thank ,"""@TimeReckoner: @realDonaldTrump Donald Trump needs to run for President. You'll have my Vote when you decide to run for Office."" Thank you."
6453,straussanator realdonaldtrump apprentice coming back soon recently finished shooting great ,"""@straussanator: @realDonaldTrump When is the Apprentice coming back? Very soon, recently finished shooting - and it is great!"
6454,emohermione really really really hope realdonaldtrump runs president would make dreams come true thanks ,"""@EmoHermione: I really really really hope that @realDonaldTrump runs for president. It would make all my dreams come true."" Thanks."
